CNPJ;Nome;Site;Perfil;Código
00824198000128;BRADESCO FIC DE FI RF REFERENCIADO DI FEDERAL;;SEGMENTO BALCÃO;23198.00-9
00824719000147;FUNDO INVEST FINAN BEMGE R.F.CURTO PRAZO;;SEGMENTO BALCÃO;25288.00-3
00825077000109;BECMAXI FI RF;;SEGMENTO BALCÃO;98298.00-6
00826535000116;CODUNAS S/A;;SEGMENTO BALCÃO;31929.41-1
00826901000137;CSHG DI FIC FI RF REFERENCIADO;;SEGMENTO BALCÃO;21408.00-7
00826903000126;CSHG TOP FICFI MULTIMERCADO;;SEGMENTO BALCÃO;21388.00-0
00827783000181;KURUMA VEICULOS S/A;;SEGMENTO BALCÃO;20509.40-2
00828035000113;FATOR MAX CORPORATIVO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;21438.00-8
00828887000100;PELIKANO DISTRIBUIDORA DE PETROLEO EIRELI;;SEGMENTO BALCÃO;38871.00-5
00829280000145;ITAU RENDA FIXA FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;23678.00-0
00829282000134;ITAU EMPRESA RENDA FIXA REFERENCIADO DI FICFI;;SEGMENTO BALCÃO;23648.00-9
00829288000101;ITAU PRIVATE RF REFERENCIADO DI EXCLUSIVE FIC FI;;SEGMENTO BALCÃO;23688.00-7
00829292000170;ITAU CORP RENDA FIXA REFERENCIADO DI FICFI;;SEGMENTO BALCÃO;23628.00-5
00829364000189;BB NOSSA CAIXA RENDA FIXA REFERENCIADO DI LP PRINCIPAL FIC FI;;SEGMENTO BALCÃO;23138.00-7
00829369000101;FUNDO INVEST.FINANCEIRO-CDB 60 DIAS;;SEGMENTO BALCÃO;23158.00-1
00832407000185;ITAU FRANCES RENDA FIXA FI;;SEGMENTO BALCÃO;27538.00-5
00832435000100;ITAU INSTITUCIONAL RF REFERENCIADO DI FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;47818.00-4
00832453000184;CSHG  DI FI RF CURTO PRAZO;;SEGMENTO BALCÃO;08282.00-2
00832588000140;FI RENDA FIXA BRB LIQUIDEZ;;SEGMENTO BALCÃO;24248.00-6
00832696000112;SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FUNDACOES RENDA FIXA;;SEGMENTO BALCÃO;22728.00-9
00833458000121;FUNDO DE INVESTIMENTO MULTIMERCADO TRIUNFO;;SEGMENTO BALCÃO;01436.00-6
00836255000199;MARACUJA FUNDO DE INVESTIMENTO MULTIMERCADO CRED PRIV IE;;SEGMENTO BALCÃO;07972.00-7
00836258000122;FIM CHALLENGER;;SEGMENTO BALCÃO;25628.00-3
00836263000135;BV EAGLE RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;43578.00-1
00838266000108;BANESTES VITORIA 500 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REF DI;;SEGMENTO BALCÃO;29548.00-0
00838269000141;BANESTES INVEST MONEY FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;29558.00-7
00838868000165;ITAU PRIVATE SPECIAL MULTIMERCADO CP FI;;SEGMENTO BALCÃO;27978.00-5
00840011000180;BTG PACTUAL YIELD DI FI RENDA FIXA REFERENCIADO CREDITO PRIVADO;;SEGMENTO BALCÃO;41558.00-9
00842960000107;BB BESC RENDA FIXA PREMIUM FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;44498.00-1
00852311000189;BB TOP DI RF REFERENCIADO DI LONGO PRAZO FI;;SEGMENTO BALCÃO;19638.00-9
00852312000123;FUNDO DE INV. FINAN. BB EXECUTIVO DI;;SEGMENTO BALCÃO;18888.00-1
00856171000117;SANTANDER FI E MULTIMERCADO;;SEGMENTO BALCÃO;45068.00-7
00856751000104;NUCLEOS V SUL AMERICA ALM FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;80128.00-5
00856755000192;SANTANDER RENDA FIXA REFERENCIADO DI MAIS FIC FI;;SEGMENTO BALCÃO;10983.00-7
00857361000159;BANPARA FUNDO DE INVESTIMENTO RENDA FIXA TRADICIONAL;;SEGMENTO BALCÃO;25748.00-0
00858781000150;FUNDO OURINVEST 60 DE INVEST FINANCEIRO;;SEGMENTO BALCÃO;23388.00-8
00864214000106;ENERGISA SA;;SEGMENTO BALCÃO;01885.41-3
00869687000104;CCLA DE BOA ESPERANCA LTDA - SICOOB BELCREDI;;SEGMENTO BALCÃO;06251.00-4
00873894000124;LETS RENT A CAR S/A;;SEGMENTO BALCÃO;18842.40-1
00880446000158;COMPANHIA DE CONCESSAO RODOVIARIA JUIZ DE FORA - RIO;;SEGMENTO BALCÃO;16998.40-5
00882857000182;FDO OXFORD INVEST.FINANC.DERIVATIVOS;;SEGMENTO BALCÃO;19258.00-1
00885758000154;SANTANDER PB JATOBA RENDA FIXA CP FI;;SEGMENTO BALCÃO;50738.00-9
00885762000112;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO TITULOS PUBLICOS;;SEGMENTO BALCÃO;44908.00-3
00888897000131;BTG PACTUAL HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;41538.00-5
00889819000151;FUNDO DE PENSAO MULT DA OAB SECAO DO PARANA E DA CAIXA DE ASSIST DOS ADVOGADOS DO PR;;SEGMENTO BALCÃO;34273.70-0
00893531000150;FAPA SENIOR FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;65578.00-3
00897864000158;SANTA CATARINA PARTICIPACAO E INVEST S/A;;SEGMENTO BALCÃO;31969.41-9
00902484000164;ITAU INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIC FI;;SEGMENTO BALCÃO;43288.00-9
00905036000114;ICATU ASSESSORIA S/A;;SEGMENTO BALCÃO;39486.40-6
00913443000173;RENAULT DO BRASIL S.A.;;SEGMENTO BALCÃO;23280.40-5
00915873000124;MARCOPREV SOCIEDADE DE PREVIDENCIA PRIVADA;;SEGMENTO BALCÃO;17332.70-9
00915950000146;COOPERATIVA DE ECONOMIA E CREDITO MUTUO SICOOB COOPERCREDI - SP;;SEGMENTO BALCÃO;28281.00-7
00924429000175;FERROVIA CENTRO ATLANTICA S/A;;SEGMENTO BALCÃO;34939.43-9
00924432000199;HOPI HARI S/A;;SEGMENTO BALCÃO;35849.40-1
00938574000105;CONCESSIONARIA RIO - TERESOPOLIS S/A;;SEGMENTO BALCÃO;39069.41-4
00940956000173;COMIL  ONIBUS S.A.;;SEGMENTO BALCÃO;15702.40-3
00947763000144;FUNDACAO DE ASSISTENCIA SOCIAL E SEGURIDADE DA EMBASA - FABASA;;SEGMENTO BALCÃO;68529.71-2
00947958000194;OPPORTUNITY MARKET FIC DE FIM;;SEGMENTO BALCÃO;46878.00-7
00949959000178;HOSPITAL LA SANTE S/A;;SEGMENTO BALCÃO;32079.41-8
00952415000165;COOPERATIVA DE CREDITO DO SERVIDOR FEDERAL LTDA - SICOOB CREDFAZ SERVIDOR FEDERAL;;SEGMENTO BALCÃO;28221.00-5
00954288000133;FUNDO GARANTIDOR DE CREDITOS - FGC;;SEGMENTO BALCÃO;01754.00-1
00959458000172;BLUE BIRD PARTICIPACOES S.A.;;SEGMENTO BALCÃO;16410.40-2
00966246000112;COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;;SEGMENTO BALCÃO;20218.00-9
00968602000137;CCLA DO VALE DO SAO PATRICIO LTDA;;SEGMENTO BALCÃO;21323.00-3
00970059000102;BRADESCO FI RF EMPRESA;;SEGMENTO BALCÃO;46308.00-3
00970074000150;BRADESCO FI REFERENCIADO DI UNIAO;;SEGMENTO BALCÃO;46318.00-0
00970542000197;TETRA PAK PREV - SOCIEDADE DE PREVIDENCIA PRIVADA;;SEGMENTO BALCÃO;18024.70-0
00971300000118;COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA;;SEGMENTO BALCÃO;29674.00-8
00972631000172;TRAMONTINAPREV - SOCIEDADE PREVIDENCIARIA;;SEGMENTO BALCÃO;01297.70-2
00973117000151;ITAU INSTITUCIONAL MULTIMERCADO JUROS E MOEDAS FIC DE FI;;SEGMENTO BALCÃO;43348.00-4
00973749000115;TOP SERVICE SERVICOS E SISTEMAS S/A;;SEGMENTO BALCÃO;30596.40-5
00974211000125;LINHA AMARELA S/A - LAMSA;;SEGMENTO BALCÃO;14350.40-9
00974902000129;FIVESTARS PREV FIM;;SEGMENTO BALCÃO;41778.00-9
00975480000106;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO;;SEGMENTO BALCÃO;44848.00-8
00977449000104;GERDAU PREVIDENCIA FI RENDA FIXA CREDITO PRIVADO 1;;SEGMENTO BALCÃO;41018.00-6
00979969000156;CAIXA DE ADMINISTRACAO DA DIVIDA PUBLICA ESTADUAL S/A;;SEGMENTO BALCÃO;32229.41-9
00982476000175;S.A.V. S/A;;SEGMENTO BALCÃO;32029.41-3
00988471000150;FUNDO DE INVEST. FINANC. ING BANK 60;;SEGMENTO BALCÃO;23288.00-5
00994533000136;COMERCIAL QUINTELLA COM. E EXP. S/A;;SEGMENTO BALCÃO;36529.41-4
00996200000146;FIA SALINE - IE;;SEGMENTO BALCÃO;22829.00-1
00997185000150;BANCO B3 S.A.;;AGENTE DE CUSTÓDIA;1829
00997185000150;BANCO B3 S.A.;;CUSTODIANTE BALCÃO;2967
00997185000150;BANCO B3 S.A.;;EMITENTE DE GARANTIAS;10096
00997185000150;BANCO B3 S.A.;;ESCRITURADOR;2967
00997185000150;BANCO B3 S.A.;;LIQUIDANTE;2967
00997185000150;BANCO B3 S.A.;;MEMBRO DE COMPENSAÇÃO DE CÂMBIO;50896
00997185000150;BANCO B3 S.A.;;PARTICIPANTE DE BALCÃO;2967
00997185000150;BANCO B3 S.A.;;PARTICIPANTE DE NEGOCIAÇÃO PLENO;500
00997185000150;BANCO B3 S.A.;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;26760.00-1
00997804000107;OURINVEST DTVM S.A.;;AGENTE DE CUSTÓDIA;1106
00997804000107;OURINVEST DTVM S.A.;;PARTICIPANTE DE NEGOCIAÇÃO;1106
00997804000107;OURINVEST DTVM S.A.;;SEGMENTO BALCÃO;17045.00-3
00998828000180;BOTICARIO PREV. SOC. PREV. PRIVADA;;GESTOR;4896
00998828000180;BOTICARIO PREV. SOC. PREV. PRIVADA;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;68259.70-7
00999403000196;INDUSTRIAL DO BRASIL DTVM LTDA;;SEGMENTO BALCÃO;36043.00-0
01006566000193;MIDMIX ENTRETENIMENTO LTDA.;;SEGMENTO BALCÃO;01385.40-1
01009686000144;MAXITEL S/A;;SEGMENTO BALCÃO;35719.43-8
01009908000129;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;;SEGMENTO BALCÃO;30797.00-8
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;CUSTODIANTE BALCÃO;1230
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;EMITENTE DE GARANTIAS;10747
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;LIQUIDANTE;10202
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;MEMBRO DE COMPENSAÇÃO;123
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;MEMBRO DE COMPENSAÇÃO DE CÂMBIO;50054
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;PARTICIPANTE DE BALCÃO;1230
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;PARTICIPANTE DE LIQUIDAÇÃO ;1230
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;PARTICIPANTE DE NEGOCIAÇÃO PLENO;50054
01023570000160;BANCO RABOBANK INTERNATIONAL BRASIL S/A;www.rabobank.com;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;77470.00-3
01027058000191;CIELO S.A.;;SEGMENTO BALCÃO;21057.40-3
01029782000154;UNIMED ESTANCIAS PAULISTAS OPERADORA DE PLANOS DE SAUDE SOCIEDADE COOPERATIVA;;SEGMENTO BALCÃO;11934.70-1
01038051000175;CLUBE DE INVESTIMENTO SOL;;SEGMENTO BALCÃO;04637.00-8
01039011000148;COOPERATIVA DE CREDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA;;SEGMENTO BALCÃO;27885.00-2
01042487000138;COOPERATIVA  DE CREDITO SICOOB UNIDAS;;SEGMENTO BALCÃO;36169.00-1
01045435000115;WESTERN ASSET MULTIRENDA 10 FIC FIM;;SEGMENTO BALCÃO;27541.00-9
01045437000104;WESTERN ASSET MULTIRENDA 20 FIC FI MULTIMERCADO;;SEGMENTO BALCÃO;27531.00-2
01060307000140;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA UNIAO DOS VALES DO PIRANGA MATIPO LTDA-SICOOB UNIAO;;SEGMENTO BALCÃO;06057.00-2
01062439000101;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA COMIGO;;SEGMENTO BALCÃO;28377.00-7
01063897000165;ITAU SMALL CAP VALUATION FICFI EM ACOES;;SEGMENTO BALCÃO;10428.00-5
01069185000153;IU BNP PARIBAS CORPORATE VI - FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;57828.00-8
01073966000111;COOPERATIVA DE CREDITO RURAL DE ABELARDO LUZ  SULCREDI/CREDILUZ;;SEGMENTO BALCÃO;05150.00-3
01077727000130;MAIS VIDA PREVIDENCIA - ENTIDADE DE PREVIDENCIA  COMPLEMENTAR;;SEGMENTO BALCÃO;14962.70-1
01083200000118;NEOENERGIA S/A;;SEGMENTO BALCÃO;01037.41-2
01086706000180;PARANA SHOPPING ADMINISTRAD. DE BENS S/A;;SEGMENTO BALCÃO;32119.41-9
01089043000158;FORD PREVIDENCIA PRIVADA;;SEGMENTO BALCÃO;00549.71-2
01090027000185;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA;;SEGMENTO BALCÃO;27884.00-3
01094797000104;SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MASTER RENDA FIXA;;SEGMENTO BALCÃO;08826.00-4
01098905000109;CAMARGO CORREA S/A;;SEGMENTO BALCÃO;08553.40-1
01107327000120;BBM LOGISTICA S.A.;;SEGMENTO BALCÃO;30846.40-9
01107772000190;CONCORDIA EXTRA FI RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;13208.00-2
01109184000195;UNIVERSO ONLINE S/A;;SEGMENTO BALCÃO;14144.40-2
01110032000102;CCPI DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE E LIVRE ADMISSAO MINAS - ES LTDA UNICRED MINAS ES;;SEGMENTO BALCÃO;07101.00-5
01115535000170;TESC - TERMINAL SANTA CATARINA S/A;;SEGMENTO BALCÃO;34639.41-6
01116811000115;MODAL ADMINISTRADORA DE RECURSOS S.A.;;GESTOR;20716
01116811000115;MODAL ADMINISTRADORA DE RECURSOS S.A.;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;15918.00-8
01120593000192;FITA GOMADA PRODUCOES ARTISTICAS LTDA;;SEGMENTO BALCÃO;34619.44-3
01125282000116;PETROBAHIA S.A.;;SEGMENTO BALCÃO;39164.00-3
01129004000137;ITAU EMPRESA TRUST RENDA FIXA REFERENCIADO DI  FICFI;;SEGMENTO BALCÃO;17170.00-2
01129017000106;ICATU FUNDO MULTIPATROCINADO;;SEGMENTO BALCÃO;01675.70-2
01144348000115;DIBENS MASTER FUNDO DE INVESTIMENTO FINANCEIRO;;SEGMENTO BALCÃO;53698.00-5
01147626000198;MEL FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;25570.00-3
01147641000136;FI RF MAPFRE SOBERANO;;SEGMENTO BALCÃO;27938.00-7
01149953000189;BV FINANCEIRA S/A CFI;;SEGMENTO BALCÃO;10715.00-0
01152097000110;COOPERATIVA DE CREDITO CREDIMATA LTDA. - SICOOB CREDIMATA;;SEGMENTO BALCÃO;27175.00-4
01155801000199;COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CURITIBANOS  CRESOL CURITIBANOS;;SEGMENTO BALCÃO;28902.00-1
01157555000104;TENDA ATACADO S/A;;SEGMENTO BALCÃO;23609.40-2
01165780000192;FI CAIXA MASTER PERSONALIZADO 50 RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;10488.00-7
01165781000137;FI EM COTAS FI CAIXA EXECUTIVO RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;18238.00-8
01165788000159;FUNDO DE INVESTIMENTO EXCLUSIVO CAIXA NOGUEIRA RENDA FIXA;;SEGMENTO BALCÃO;93558.00-2
01165792000117;FIC DE FI CAIXA FUNDACOES RF CP;;SEGMENTO BALCÃO;08516.00-8
01166430000140;UGB PARTICIPACOES S/A;;SEGMENTO BALCÃO;34589.43-2
01171957000163;BRAM FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;49588.00-2
01180474000125;HYDE PARK S/A;;SEGMENTO BALCÃO;32129.41-6
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;ADMINISTRADOR iMERCADO;1850
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;CUSTODIANTE BALCÃO;1850
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;EMITENTE DE GARANTIAS;10748
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;MEMBRO DE COMPENSAÇÃO DE CÂMBIO;50087
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;PARTICIPANTE DE BALCÃO;1850
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;PARTICIPANTE DE NEGOCIAÇÃO PLENO;50087
01181521000155;BANCO COOPERATIVO SICREDI S/A;www.sicredi.com.br;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;77480.00-0
01182491000100;OABPREV RS FUNDO DE PENSAO MULTIPATROCINADO DA ORDEM DOS ADVOGADOS DO BRASIL SECCIONAL RS;;SEGMENTO BALCÃO;30971.70-7
01186305000100;MONTANA INDUSTRIA DE MAQUINAS S/A;;SEGMENTO BALCÃO;14988.40-0
01187338000167;BRASCAN IMOBILIARIA S/A;;SEGMENTO BALCÃO;34869.43-7
01187961000110;COOPERATIVA DE CREDITO DO DISTRITO FEDERAL E ENTORNO LTDA - SICOOB CREDIBRASILIA;;SEGMENTO BALCÃO;22421.00-7
01197545000100;BRADESCO FIC FI RENDA FIXA SATURNO;;SEGMENTO BALCÃO;20928.00-7
01205736000169;C.C. DO MEDIO SUL BAIANO LTDA - SICOOB COSTA DO DESCOBRIMENTO;;SEGMENTO BALCÃO;26674.00-1
01206480000104;ZURICH VIDA E PREVIDENCIA S/A;;SEGMENTO BALCÃO;69799.70-9
01207358000152;FATOR FDO.DE INVEST.FINANCEIRO TOP-60;;SEGMENTO BALCÃO;23268.00-1
01214092000175;BTG PACTUAL DISCOVERY FIM;;SEGMENTO BALCÃO;47578.00-7
01219300000129;FAM PRODUCOES LTDA;;SEGMENTO BALCÃO;34149.44-9
01221890000124;CSHG VERDE FICFI MULTIMERCADO;;SEGMENTO BALCÃO;43048.00-5
01222069000122;CIA SECURITIZADORA DE CREDITOS FINANCEIROS RUBI;;SEGMENTO BALCÃO;03049.00-6
01225861000130;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;www.regius.org.br;GESTOR;20717
01225861000130;REGIUS SOCIEDADE CIVIL DE PREVIDENCIA PRIVADA;www.regius.org.br;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;37199.70-2
01231931000163;OMEGA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;29818.00-8
01233122000190;RIO VERMELHO FILMES LTDA;;SEGMENTO BALCÃO;33439.44-2
01235622000161;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO;;SEGMENTO BALCÃO;64158.00-8
01241591000151;AGF  CAMBIAL DOLAR FI;;SEGMENTO BALCÃO;00157.00-1
01245375000184;GLOBAL TRUST S.A.;;SEGMENTO BALCÃO;32289.41-1
01254746000194;CANAL IMAGINARIO COMUNICACAO  LTDA;;SEGMENTO BALCÃO;00729.44-6
01258944000126;RUMO MALHA SUL S.A.;;SEGMENTO BALCÃO;35789.41-3
01258944000550;FERROVIA SUL ATLANTICO S/A;;SEGMENTO BALCÃO;35239.43-7
01259518000107;CCLA SICOOB UNIMAIS CENTRO LESTE PAULISTA-SICOOB UNIMAIS CENTRO LESTE PAULISTA;;SEGMENTO BALCÃO;12039.00-7
01260257000145;CONTINENTAL FIFTH FDO DE A. E Q. DE FIF;;SEGMENTO BALCÃO;13738.00-8
01260267000180;CONTINENTAL MASTER FIF;;SEGMENTO BALCÃO;10888.00-9
01260268000125;CONTINENTAL CONSERVER FIF;;SEGMENTO BALCÃO;10878.00-2
01271827000100;ITAU PRIVATE RENDA FIXA EXCELLENCE FIC FI;;SEGMENTO BALCÃO;27798.00-3
01272498000104;LOBO EFEITOS ESPECIAIS S/C LTDA;;SEGMENTO BALCÃO;39589.44-4
01280003000199;AGUAS DO PARAIBA S/A;;SEGMENTO BALCÃO;20539.40-3
01284807000166;CONDOMINIUM VILLAGE S.A.;;SEGMENTO BALCÃO;33979.41-4
01286361000109;UNIPRIME PIONEIRA COOPERATIVA DE CREDITO;;SEGMENTO BALCÃO;26784.00-1
01290897000106;FIM CREDITO PRIVADO JUPITER INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;40488.00-8
01294929000133;FINACAP INVESTIMENTOS LTDA;;GESTOR;21004
01294929000133;FINACAP INVESTIMENTOS LTDA;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;21807.00-0
01296040000195;CECM DOS EMPREG. DO GRUPO ALGAR E EMPREEND. DO TRIANGULO MINEIRO LTDA - SICOOB TRIANGULO;;SEGMENTO BALCÃO;28381.00-0
01299649000118;CHEMITEC AGRO-VETERINARIA LTDA;;SEGMENTO BALCÃO;36502.00-8
01301301000118;TELETRUST DE RECEBIVEIS S/A;;SEGMENTO BALCÃO;32279.41-4
01317277000105;ITAPOA TERMINAIS PORTUARIOS S.A.;;SEGMENTO BALCÃO;17443.40-9
01317309000172;DISTRIBUIDORA DE PRODUTOS DE PETROLEO CHARRUA LTDA;;SEGMENTO BALCÃO;39121.00-8
01319044000141;WTC AMAZONAS SUITE HOTEL S.A;;SEGMENTO BALCÃO;32319.40-8
01327874000110;VERPAR CENTROS COMERCIAIS S/A;;SEGMENTO BALCÃO;32479.41-0
01328630000152;S.T. MICHEL S/A;;SEGMENTO BALCÃO;32249.41-3
01330295000127;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS NO ESTADO DO ESPIRITO SANTO;;SEGMENTO BALCÃO;28457.00-6
01330387000107;CCR DE PEQUENOS AGRICULTORES E DA REFORMA AGRARIA DO CENTRO OESTE DO PARANA - CREHNOR LARANJEIRAS;;SEGMENTO BALCÃO;28702.00-5
01332813000141;BEMGE FDO INV.FIN.DI RENDA FIXA 60 DIAS;;SEGMENTO BALCÃO;10838.00-4
01335341000180;PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES;;SEGMENTO BALCÃO;15504.41-2
01340866000104;CONTINENTAL RISKLESS FDO INV. FINANCEIRO;;SEGMENTO BALCÃO;10328.00-2
01340937000179;GALVAO ENGENHARIA S/A;;SEGMENTO BALCÃO;08948.43-2
01349050000141;ROBERTO CARMINATI PRODUCOES LTDA - ME;;SEGMENTO BALCÃO;01080.44-5
01355994000121;ITA ENERGETICA S/A;;SEGMENTO BALCÃO;35009.41-6
01356570000181;BRASILVEICULOS COMPANHIA DE SEGUROS;;SEGMENTO BALCÃO;19679.00-6
01358226000121;HUMBOLDT FILMES LTDA - ME;;SEGMENTO BALCÃO;34209.44-4
01361073000171;TOP RENDA MISTA CORP RF CREDITO PRIVADO LP FICFI;;SEGMENTO BALCÃO;21982.00-4
01361074000116;TOP RENDA FIXA MIX CREDITO PRIVADO LONGO PRAZO FI;;SEGMENTO BALCÃO;10378.00-7
01363042000150;FI RF MAPFRE PRIVADO I;;SEGMENTO BALCÃO;42618.00-3
01369947000137;SERNAMBETIBA TRUST SPE S/A;;SEGMENTO BALCÃO;32429.41-5
01374196000147;COOPERATIVA DE CREDITO DE SAO FRANCISCO DE SALES LTDA  SICOOB CREDISALES;;SEGMENTO BALCÃO;28447.00-9
01375954000141;PLANNER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;50088.00-3
01376239000123;GAFISA SPE-1 S/A;;SEGMENTO BALCÃO;32539.41-5
01376634000106;PORTHAL DO LAGO S/A;;SEGMENTO BALCÃO;32239.41-6
01378407000110;ALIANCA DO BRASIL SEGUROS S/A;;SEGMENTO BALCÃO;58339.00-8
01380701000166;SANTANDER PB VII MULTIMERCADO CRED PRIV FI;;SEGMENTO BALCÃO;22938.00-2
01382421000197;ALVORADA ADMINISTRADORA DE CARTOES LTDA.;;SEGMENTO BALCÃO;27080.00-3
01386256000141;VOTORANTIM FINANCAS S/A;;SEGMENTO BALCÃO;02181.41-5
01389651000188;COOP DE CREDITO DE LIVRE ADMISSAO DE ASSOCIADOS DO PLANALTO CATARINENSE - SICOOB CREDIPLANALTO SC/RS;;SEGMENTO BALCÃO;25309.00-9
01392020000118;BRADESCO FIC FIM PGBL/VGBL FUTURE COMPOSTO III;;SEGMENTO BALCÃO;48498.00-7
01392021000162;BRADESCO H FI RENDA FIXA PGBL/VGBL FUTURE;;SEGMENTO BALCÃO;48518.00-4
01395591000106;CONSPREVI S/A;;SEGMENTO BALCÃO;32269.41-7
01396770000168;MAPFRE RE DO BRASIL COMPANHIA DE RESSEGUROS;;SEGMENTO BALCÃO;07658.70-9
01401771000153;COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA - CENTRAL CRESOL BASER;;SEGMENTO BALCÃO;03238.00-6
01402946000147;VIVAX S.A.;;SEGMENTO BALCÃO;03011.41-2
01410032000128;BB CAP FI RENDA FIXA;;SEGMENTO BALCÃO;19448.00-0
01413969000157;COMFRIO SOLUCOES LOGISTICAS S.  A.;;SEGMENTO BALCÃO;19135.40-9
01414107000149;ENERGIPAR S/A;;SEGMENTO BALCÃO;32389.41-4
01417222000177;MRS LOGISTICA S/A;;SEGMENTO BALCÃO;32409.43-5
01424041000178;BRADESCO FI RENDA FIXA AGUIA;;SEGMENTO BALCÃO;64128.00-7
01425787000104;REDECARD S.A;;SEGMENTO BALCÃO;14862.40-9
01430815000173;REASON S/A COML. IMPORTADORA E EXPORTAD;;SEGMENTO BALCÃO;33639.41-7
01430938000104;BTG PACTUAL CAMBIAL FUNDO DE INVESTIMENTO CAMBIAL;;SEGMENTO BALCÃO;41508.00-4
01431728000130;ATLANTICA REALTY PARTICIPACOES S/A;;SEGMENTO BALCÃO;34689.43-5
